problem_index,problem_id,rtllm_path,top_module,workflow,model,skill,spec_path,rtl_path,rtl_archived,gen_status,vcs_compile,vcs_sim,sim_message,notes,updated_at
3,adder_32bit,Arithmetic/Adder/adder_32bit,adder_32bit,b,,rtl-pipeline-workflow-b,spec/design.spec.txt,/home/jasonpan/final_genrtl/myProject_GENRTL/experiments/artifacts/adder_32bit/workflow_b/adder_32bit.v,experiments/artifacts/adder_32bit/workflow_b/adder_32bit.v,archived,pass,pass,pass,,2026-06-23T11:31:56Z
4,adder_8bit,Arithmetic/Adder/adder_8bit,adder_8bit,b,,rtl-pipeline-workflow-b,spec/design.spec.txt,/home/jasonpan/final_genrtl/myProject_GENRTL/experiments/artifacts/adder_8bit/workflow_b/adder_8bit.v,experiments/artifacts/adder_8bit/workflow_b/adder_8bit.v,archived,pass,pass,pass,,2026-06-23T15:05:54Z
5,adder_bcd,Arithmetic/Adder/adder_bcd,adder_bcd,b,,rtl-pipeline-workflow-b,spec/design.spec.txt,/home/jasonpan/final_genrtl/myProject_GENRTL/experiments/artifacts/adder_bcd/workflow_b/adder_bcd.v,experiments/artifacts/adder_bcd/workflow_b/adder_bcd.v,archived,pass,pass,pass,,2026-06-23T11:32:05Z
6,adder_pipe_64bit,Arithmetic/Adder/adder_pipe_64bit,adder_pipe_64bit,b,,rtl-pipeline-workflow-b,spec/design.spec.txt,/home/jasonpan/final_genrtl/myProject_GENRTL/experiments/artifacts/adder_pipe_64bit/workflow_b/adder_pipe_64bit.v,experiments/artifacts/adder_pipe_64bit/workflow_b/adder_pipe_64bit.v,archived,pass,pass,pass,,2026-06-23T11:32:09Z
7,comparator_3bit,Arithmetic/Comparator/comparator_3bit,comparator_3bit,b,,rtl-pipeline-workflow-b,spec/design.spec.txt,/home/jasonpan/final_genrtl/myProject_GENRTL/experiments/artifacts/comparator_3bit/workflow_b/comparator_3bit.v,experiments/artifacts/comparator_3bit/workflow_b/comparator_3bit.v,archived,pass,pass,pass,,2026-06-23T13:32:35Z
8,comparator_4bit,Arithmetic/Comparator/comparator_4bit,comparator_4bit,b,,rtl-pipeline-workflow-b,spec/design.spec.txt,/home/jasonpan/final_genrtl/myProject_GENRTL/experiments/artifacts/comparator_4bit/workflow_b/comparator_4bit.v,experiments/artifacts/comparator_4bit/workflow_b/comparator_4bit.v,archived,pass,pass,pass,,2026-06-23T11:32:18Z
11,multi_16bit,Arithmetic/Multiplier/multi_16bit,multi_16bit,b,,rtl-pipeline-workflow-b,spec/design.spec.txt,/home/jasonpan/final_genrtl/myProject_GENRTL/experiments/artifacts/multi_16bit/workflow_b/multi_16bit.v,experiments/artifacts/multi_16bit/workflow_b/multi_16bit.v,archived,pass,pass,pass,,2026-06-23T11:32:31Z
12,multi_8bit,Arithmetic/Multiplier/multi_8bit,multi_8bit,b,,rtl-pipeline-workflow-b,spec/design.spec.txt,/home/jasonpan/final_genrtl/myProject_GENRTL/experiments/artifacts/multi_8bit/workflow_b/multi_8bit.v,experiments/artifacts/multi_8bit/workflow_b/multi_8bit.v,archived,pass,pass,pass,,2026-06-23T11:32:35Z
13,multi_booth_8bit,Arithmetic/Multiplier/multi_booth_8bit,multi_booth_8bit,b,,rtl-pipeline-workflow-b,spec/design.spec.txt,/home/jasonpan/final_genrtl/myProject_GENRTL/experiments/artifacts/multi_booth_8bit/workflow_b/multi_booth_8bit.v,experiments/artifacts/multi_booth_8bit/workflow_b/multi_booth_8bit.v,archived,pass,pass,pass,,2026-06-23T11:32:40Z
14,multi_pipe_4bit,Arithmetic/Multiplier/multi_pipe_4bit,multi_pipe_4bit,b,,rtl-pipeline-workflow-b,spec/design.spec.txt,/home/jasonpan/final_genrtl/myProject_GENRTL/experiments/artifacts/multi_pipe_4bit/workflow_b/multi_pipe_4bit.v,experiments/artifacts/multi_pipe_4bit/workflow_b/multi_pipe_4bit.v,archived,pass,pass,pass,,2026-06-23T13:32:48Z
15,multi_pipe_8bit,Arithmetic/Multiplier/multi_pipe_8bit,multi_pipe_8bit,b,,rtl-pipeline-workflow-b,spec/design.spec.txt,/home/jasonpan/final_genrtl/myProject_GENRTL/experiments/artifacts/multi_pipe_8bit/workflow_b/multi_pipe_8bit.v,experiments/artifacts/multi_pipe_8bit/workflow_b/multi_pipe_8bit.v,archived,pass,pass,pass,,2026-06-23T11:32:47Z
16,fixed_point_adder,Arithmetic/Other/fixed_point_adder,fixed_point_adder,b,,rtl-pipeline-workflow-b,spec/design.spec.txt,/home/jasonpan/final_genrtl/myProject_GENRTL/experiments/artifacts/fixed_point_adder/workflow_b/fixed_point_adder.v,experiments/artifacts/fixed_point_adder/workflow_b/fixed_point_adder.v,archived,pass,pass,pass,,2026-06-23T11:32:51Z
17,fixed_point_substractor,Arithmetic/Other/fixed_point_substractor,fixed_point_subtractor,b,,rtl-pipeline-workflow-b,spec/design.spec.txt,/home/jasonpan/final_genrtl/myProject_GENRTL/experiments/artifacts/fixed_point_substractor/workflow_b/fixed_point_subtractor.v,experiments/artifacts/fixed_point_substractor/workflow_b/fixed_point_subtractor.v,archived,pass,pass,pass,,2026-06-23T11:32:55Z
21,counter_12,Control/Counter/counter_12,counter_12,b,,rtl-pipeline-workflow-b,spec/design.spec.txt,/home/jasonpan/final_genrtl/myProject_GENRTL/experiments/artifacts/counter_12/workflow_b/counter_12.v,experiments/artifacts/counter_12/workflow_b/counter_12.v,archived,pass,pass,pass,,2026-06-23T11:33:08Z
22,ring_counter,Control/Counter/ring_counter,ring_counter,b,,rtl-pipeline-workflow-b,spec/design.spec.txt,/home/jasonpan/final_genrtl/myProject_GENRTL/experiments/artifacts/ring_counter/workflow_b/ring_counter.v,experiments/artifacts/ring_counter/workflow_b/ring_counter.v,archived,pass,pass,pass,,2026-06-23T11:33:12Z
23,up_down_counter,Control/Counter/up_down_counter,up_down_counter,b,,rtl-pipeline-workflow-b,spec/design.spec.txt,/home/jasonpan/final_genrtl/myProject_GENRTL/experiments/artifacts/up_down_counter/workflow_b/up_down_counter.v,experiments/artifacts/up_down_counter/workflow_b/up_down_counter.v,archived,pass,pass,pass,,2026-06-23T11:33:17Z
24,fsm,Control/Finite State Machine/fsm,fsm,b,,rtl-pipeline-workflow-b,spec/design.spec.txt,/home/jasonpan/final_genrtl/myProject_GENRTL/experiments/artifacts/fsm/workflow_b/fsm.v,experiments/artifacts/fsm/workflow_b/fsm.v,archived,pass,pass,pass,,2026-06-23T11:33:21Z
25,sequence_detector,Control/Finite State Machine/sequence_detector,sequence_detector,b,,rtl-pipeline-workflow-b,spec/design.spec.txt,/home/jasonpan/final_genrtl/myProject_GENRTL/experiments/artifacts/sequence_detector/workflow_b/sequence_detector.v,experiments/artifacts/sequence_detector/workflow_b/sequence_detector.v,archived,pass,pass,pass,,2026-06-23T14:26:55Z
9,div_16bit,Arithmetic/Divider/div_16bit,div_16bit,b,,rtl-pipeline-workflow-b,spec/design.spec.txt,/home/jasonpan/final_genrtl/myProject_GENRTL/experiments/artifacts/div_16bit/workflow_b/div_16bit.v,experiments/artifacts/div_16bit/workflow_b/div_16bit.v,archived,pass,pass,pass,,2026-06-23T13:32:39Z
18,float_multi,Arithmetic/Other/float_multi,float_multi,b,,rtl-pipeline-workflow-b,spec/design.spec.txt,/home/jasonpan/final_genrtl/myProject_GENRTL/experiments/artifacts/float_multi/workflow_b/float_multi.v,experiments/artifacts/float_multi/workflow_b/float_multi.v,archived,pass,pass,pass,,2026-06-23T13:55:19Z
19,sub_64bit,Arithmetic/Substractor/sub_64bit,sub_64bit,b,,rtl-pipeline-workflow-b,spec/design.spec.txt,/home/jasonpan/final_genrtl/myProject_GENRTL/experiments/artifacts/sub_64bit/workflow_b/sub_64bit.v,experiments/artifacts/sub_64bit/workflow_b/sub_64bit.v,archived,pass,pass,pass,,2026-06-23T11:34:49Z
20,JC_counter,Control/Counter/JC_counter,JC_counter,b,,rtl-pipeline-workflow-b,spec/design.spec.txt,/home/jasonpan/final_genrtl/myProject_GENRTL/experiments/artifacts/JC_counter/workflow_b/JC_counter.v,experiments/artifacts/JC_counter/workflow_b/JC_counter.v,archived,pass,pass,pass,,2026-06-23T11:34:53Z
